Nombre,Precio,Media,Total_puntos,Equipo,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Miguel Atienza,474.891€,,,SD Eibar,39.0,29.0,540.0,0.0,1.0,3.0,14.0,4.0,6.0,4.0,33.0,111.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibai,481.712€,,,Athletic Club,39.0,17.0,837.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,66.0,82.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mariano,490.692€,,,Real Madrid,39.0,24.0,419.0,0.0,1.0,2.0,7.0,2.0,4.0,0.0,21.0,61.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Etxeita,482.855€,,,Getafe CF,38.0,26.0,507.0,1.0,0.0,0.0,0.0,3.0,6.0,6.0,11.0,64.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pombo,484.479€,,,Cádiz CF,38.0,36.0,881.0,0.0,0.0,1.0,0.0,37.0,1.0,0.0,60.0,129.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Foyth,478.523€,,,Villarreal CF,37.0,37.0,519.0,1.0,0.0,1.0,2.0,3.0,15.0,5.0,36.0,103.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K Rekik,475.407€,,,Sevilla FC,37.0,23.0,1168.0,0.0,0.0,0.0,1.0,19.0,19.0,0.0,81.0,113.0,0.0,21.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
Kenan Kodro,480.247€,,,Real Valladolid,37.0,35.0,651.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,30.0,72.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Escudero,486.671€,,,Sevilla FC,36.0,28.0,494.0,1.0,0.0,0.0,0.0,6.0,4.0,5.0,8.0,68.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Mojica,594.407€,,,Elche CF,36.0,22.0,568.0,1.0,0.0,0.0,8.0,6.0,2.0,1.0,34.0,72.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Luis Pérez,477.914€,,,Real Valladolid,36.0,16.0,1113.0,0.0,0.0,1.0,10.0,22.0,13.0,2.0,103.0,241.0,0.0,20.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Chakla,478.545€,,,Getafe CF,35.0,35.0,1296.0,0.0,0.0,0.0,8.0,44.0,5.0,0.0,84.0,220.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Tachi,483.627€,,,D. Alavés,35.0,26.0,908.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,73.0,110.0,0.0,14.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0
Toño,476.536€,,,Levante UD,35.0,32.0,847.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,32.0,100.0,0.0,14.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
José Ángel Cote,481.014€,,,SD Eibar,35.0,36.0,729.0,0.0,2.0,0.0,2.0,12.0,8.0,0.0,53.0,109.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Lato,503.654€,,,Valencia CF,34.0,19.0,904.0,0.0,0.0,2.0,18.0,16.0,8.0,0.0,92.0,202.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Juan Carlos,474.857€,,,SD Huesca,34.0,34.0,727.0,1.0,0.0,1.0,4.0,10.0,3.0,2.0,56.0,104.0,0.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
Rodrigo Ely,475.035€,,,D. Alavés,33.0,35.0,282.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,8.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilaix,474.970€,,,FC Barcelona,33.0,13.0,468.0,1.0,0.0,1.0,0.0,22.0,1.0,2.0,25.0,41.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bautista,1.120.769€,,,Real Sociedad,33.0,12.0,431.0,0.0,1.0,0.0,0.0,3.0,17.0,2.0,20.0,44.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Zaldua,474.847€,,,Real Sociedad,33.0,38.0,352.0,0.0,1.0,0.0,2.0,4.0,4.0,3.0,18.0,56.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Roberto Jiménez,478.326€,,,Real Valladolid,33.0,19.0,636.0,0.0,0.0,2.0,10.0,13.0,1.0,1.0,31.0,105.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Pellistri,524.916€,,,D. Alavés,33.0,36.0,1170.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,79.0,212.0,0.0,17.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
Portillo,509.531€,,,Getafe CF,33.0,13.0,540.0,0.0,0.0,0.0,2.0,2.0,15.0,2.0,26.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soro,474.844€,,,Granada CF,32.0,35.0,409.0,0.0,1.0,1.0,5.0,1.0,6.0,0.0,38.0,103.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vavro,474.866€,,,SD Huesca,32.0,28.0,384.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,26.0,58.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Javi Martínez,494.280€,,,C.A. Osasuna,32.0,16.0,614.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,44.0,83.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Emre Mor,474.726€,,,RC Celta,32.0,23.0,358.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,32.0,52.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vukcevic,475.993€,,,Levante UD,31.0,17.0,501.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0,24.0,71.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Fede Vico,474.883€,,,Granada CF,31.0,16.0,815.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,28.0,51.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Victor Rodríguez,476.380€,,,Elche CF,31.0,30.0,700.0,0.0,0.0,0.0,5.0,2.0,8.0,3.0,51.0,153.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Paulo Gazzaniga,474.849€,,,Elche CF,30.0,35.0,416.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,27.0,40.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Riqui Puig,682.299€,,,FC Barcelona,30.0,19.0,720.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,69.0,95.0,0.0,9.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0
Javi Sánchez,559.691€,,,Real Valladolid,29.0,37.0,282.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,21.0,39.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nehuen,474.857€,,,Granada CF,29.0,23.0,920.0,0.0,0.0,0.0,1.0,34.0,3.0,0.0,55.0,86.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Domingos Quina,481.730€,,,Granada CF,29.0,36.0,723.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,33.0,49.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Sagnan,502.795€,,,Real Sociedad,29.0,15.0,342.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,22.0,45.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Victor Díaz,474.866€,,,Granada CF,28.0,35.0,619.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,37.0,58.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Sidnei,492.839€,,,Real Betis,28.0,23.0,810.0,0.0,2.0,1.0,9.0,35.0,1.0,1.0,70.0,137.0,0.0,19.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Álex Blanco,483.330€,,,Valencia CF,27.0,31.0,695.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,56.0,55.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kike Pérez,477.903€,,,Real Valladolid,26.0,17.0,326.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,17.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl G Carnero,474.493€,,,Real Valladolid,26.0,18.0,580.0,0.0,0.0,0.0,1.0,6.0,8.0,2.0,44.0,78.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Vaclík,474.971€,,,Sevilla FC,26.0,15.0,502.0,1.0,0.0,0.0,4.0,9.0,6.0,3.0,36.0,105.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
F Vázquez,569.302€,,,Sevilla FC,26.0,26.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,23.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason,494.396€,,,Valencia CF,25.0,37.0,153.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,24.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Helibelton Palacios,480.764€,,,Elche CF,25.0,34.0,437.0,0.0,0.0,1.0,3.0,4.0,8.0,0.0,34.0,91.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Cárdenas,476.732€,,,Levante UD,25.0,17.0,741.0,0.0,0.0,0.0,6.0,19.0,6.0,0.0,50.0,102.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix García,608.315€,,,SD Eibar,25.0,14.0,540.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,57.0,53.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Nino,478.432€,,,Elche CF,25.0,20.0,435.0,0.0,1.0,1.0,6.0,2.0,1.0,1.0,27.0,59.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gastón Silva,479.208€,,,SD Huesca,24.0,33.0,271.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,27.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Christian Oliva,494.558€,,,Valencia CF,24.0,24.0,599.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,48.0,60.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
Facundo Ferreyra,482.194€,,,RC Celta,24.0,17.0,192.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,24.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augusto Fernández,483.230€,,,Cádiz CF,24.0,15.0,293.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,32.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Jaume Costa,477.307€,,,Villarreal CF,24.0,23.0,365.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,29.0,40.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kevin Vázquez,475.146€,,,RC Celta,24.0,36.0,344.0,0.0,1.0,0.0,2.0,7.0,3.0,0.0,27.0,52.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Waldo,484.120€,,,Real Valladolid,23.0,23.0,560.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,43.0,105.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Júnior,474.843€,,,FC Barcelona,23.0,30.0,374.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,32.0,62.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chema,497.982€,,,Getafe CF,23.0,35.0,285.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,19.0,36.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ivan Saponjic,479.368€,,,Cádiz CF,23.0,33.0,557.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,42.0,69.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Fontán,487.287€,,,RC Celta,22.0,32.0,387.0,1.0,0.0,0.0,0.0,4.0,5.0,6.0,10.0,42.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Alcalá,474.826€,,,Cádiz CF,22.0,32.0,648.0,0.0,0.0,0.0,0.0,24.0,5.0,3.0,41.0,77.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Guidetti,474.891€,,,D. Alavés,22.0,33.0,907.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,48.0,77.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Adrián Marín,480.838€,,,Granada CF,22.0,33.0,201.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,30.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rodri,475.495€,,,Real Betis,21.0,35.0,353.0,0.0,1.0,1.0,3.0,8.0,3.0,0.0,27.0,69.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jota,509.708€,,,Real Valladolid,21.0,13.0,274.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,23.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitolo,485.239€,,,Atlético de Madrid,20.0,14.0,392.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,20.0,49.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mangala,485.273€,,,Valencia CF,20.0,36.0,336.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,15.0,51.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Chimy Ávila,476.581€,,,C.A. Osasuna,20.0,25.0,320.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,29.0,35.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Illarramendi,715.774€,,,Real Sociedad,19.0,10.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Akouokou,515.164€,,,Real Betis,19.0,12.0,342.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,16.0,25.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Aarón Escandell,476.086€,,,Granada CF,19.0,16.0,307.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,29.0,19.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Piatti,571.356€,,,Elche CF,19.0,35.0,360.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,42.0,63.0,0.0,6.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
Yoel,519.043€,,,SD Eibar,18.0,8.0,333.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,18.0,48.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Quique Gonzalez,522.478€,,,SD Eibar,17.0,38.0,299.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,44.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Pérez,474.844€,,,C.A. Osasuna,17.0,33.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cifu,615.311€,,,Elche CF,16.0,28.0,270.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,40.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Vrsaljko,474.843€,,,Atlético de Madrid,15.0,34.0,449.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,37.0,72.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Córdoba,479.904€,,,D. Alavés,15.0,27.0,519.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,31.0,121.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Moussa Dembélé,474.857€,,,Atlético de Madrid,13.0,22.0,308.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,32.0,70.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Moreno,1.029.356€,,,Villarreal CF,13.0,15.0,95.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cutrone,498.356€,,,Valencia CF,12.0,11.0,194.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi López,558.849€,,,D. Alavés,12.0,12.0,101.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doukouré,474.842€,,,Levante UD,12.0,30.0,243.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,16.0,52.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S Carreira,474.866€,,,RC Celta,12.0,18.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Luismi,474.869€,,,Elche CF,12.0,15.0,261.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,11.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabri Veiga,474.866€,,,RC Celta,12.0,36.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Montoya,476.814€,,,Real Betis,11.0,16.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esquerdo,480.285€,,,Valencia CF,11.0,27.0,238.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,12.0,46.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baena,474.866€,,,Villarreal CF,9.0,18.0,233.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,30.0,25.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kiko Olivas,481.546€,,,Real Valladolid,9.0,16.0,91.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eugeni,488.697€,,,SD Huesca,8.0,8.0,173.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,18.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ferro,474.852€,,,Valencia CF,8.0,15.0,114.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zarraga,508.965€,,,Athletic Club,7.0,17.0,181.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramalho,476.414€,,,C.A. Osasuna,7.0,18.0,97.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sivera,485.563€,,,D. Alavés,7.0,17.0,303.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,23.0,39.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zalazar,515.017€,,,Real Valladolid,7.0,38.0,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rodriguez,474.820€,,,RC Celta,6.0,12.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piccini,474.913€,,,Valencia CF,6.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
David Gil,474.522€,,,Cádiz CF,6.0,8.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rulli,573.558€,,,Villarreal CF,5.0,38.0,360.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,37.0,75.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñigo Vicente,600.972€,,,Athletic Club,5.0,35.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Holsgrove,474.866€,,,RC Celta,5.0,27.0,49.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luisinho,472.859€,,,SD Huesca,5.0,6.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jokin Ezkieta,474.843€,,,Athletic Club,3.0,18.0,178.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,13.0,23.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Burgui,519.639€,,,D. Alavés,2.0,37.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Darío Poveda,474.866€,,,Getafe CF,2.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camello,474.850€,,,Atlético de Madrid,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moyá,480.633€,,,Real Sociedad,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salinas,555.981€,,,Elche CF,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñaki Peña,498.966€,,,FC Barcelona,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Martín,539.206€,,,Real Betis,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pampin,532.677€,,,RC Celta,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Costas,502.884€,,,RC Celta,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Nolaskoain,474.857€,,,Athletic Club,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barri,474.848€,,,Elche CF,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gnagnon,474.826€,,,Sevilla FC,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén Martínez,502.273€,,,C.A. Osasuna,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,509.298€,,,RC Celta,0.0,15.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,18.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Florin,527.910€,,,Villarreal CF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Fernandes,474.731€,,,FC Barcelona,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herrerín,482.988€,,,Athletic Club,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grbic,543.024€,,,Atlético de Madrid,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Sáenz,579.962€,,,RC Celta,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yassin Fekir,479.169€,,,Real Betis,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jony Álamo,491.663€,,,Elche CF,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lunin,475.198€,,,Real Madrid,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
